1462.0776734816843 -1686.61567019373 ; 1445.211516779747 -1701.236446928547 
1368.1029882287658 335.158462450363 ; 1371.4545728532694 321.47743256807536 
925.5667886450302 1088.3026787000726 ; 936.449815432031 1079.0470108136224 
-976.1245394517895 -345.72651643572624 ; -979.5818046161468 -335.9652710412083 
-658.1517026547037 -1587.0237672447122 ; -674.0219403271509 -1580.442250218165 
1024.5509894409681 -1415.007117507245 ; 1010.4009182658957 -1425.2526274016548 
-1858.3706543907033 1570.1926171192088 ; -1842.6687282195112 1588.7763236631158 
-920.9519186070727 543.4213007387038 ; -915.5177055996857 552.6308199247745 
1811.9114066311922 -44.34601609512854 ; 1811.467946470241 -62.46513016144046 
983.8286808480102 1068.6007241487955 ; 994.5146880894981 1058.7624373403155 
611.8559918102784 1375.9102616475461 ; 625.6150944267539 1369.7917017294433 
1807.5728603025602 -96.65726208960903 ; 1806.606287681664 -114.73299069263464 
-268.98463563608794 -933.7085253350155 ; -278.3217208894381 -931.0186789786545 
498.18735689247404 -1947.3101120355886 ; 478.7142557721182 -1952.2919856045135 
1927.8440323239197 925.4029091662459 ; 1937.0980614155822 906.1244688430066 
718.1505640980905 1671.2251058786328 ; 734.8628151568769 1664.0436002376518 
-497.7628729583911 1230.3738666055153 ; -485.45913429233593 1235.3514953350993 
-555.5829708538225 352.9565401424708 ; -552.0534054523978 358.51236985100905 
-301.0612934828671 553.997932755333 ; -295.52131415531375 557.0085456901617 
1650.085771184343 484.34512517794815 ; 1654.9292224361225 467.8442674661047 
-1573.7653753385773 -1568.9974596762663 ; -1589.4553499353399 -1553.2598059228806 
-28.382395700755218 -1686.8215479933983 ; -45.250611180689205 -1686.5377240363907 
493.87182799222995 1291.159657244305 ; 506.783424564673 1286.2209389643826 
331.755961190919 -1464.1339537352 ; 317.114621653567 -1467.4515133471093 
-1427.6013246794796 -1465.3987136244632 ; -1442.2553118157243 -1451.1227003776685 
-17.604267748240233 -642.0561914416171 ; -24.024829662656405 -641.8801487641347 
1977.4815285579343 1521.4367549744888 ; 1992.6958961076791 1501.6619396889096 
-1691.21015436806 -1253.3430879588316 ; -1703.7435852476485 -1236.430986415151 
-1818.8102063291499 1277.5209393722562 ; -1806.0349969354272 1295.7090414355478 
493.3775898635438 395.5092205579773 ; 497.33268206912356 390.5754446593419 
-1733.5857908779822 1524.050736990286 ; -1718.3452835080793 1541.3865948990658 
-1301.6208037390586 -683.515160998779 ; -1308.4559553490465 -670.4989529613885 
904.2829871385184 366.3166545313055 ; 907.9461536838314 357.2738246599203 
1385.4986970917805 -1601.17085345046 ; 1369.486988557276 -1615.0258404213778 
1415.404483938103 -388.98525845008334 ; 1411.5146313536022 -403.13930328946435 
1280.9500048821453 976.9956690794397 ; 1290.7199615729396 964.1861690306183 
894.2684573027624 -1723.4667752997086 ; 877.0337895497653 -1732.4094598727363 
-603.6323446865063 -1959.1977440694848 ; -623.224322127201 -1953.1614206226197 
118.29899727882905 -545.8810332466362 ; 112.84018694636269 -547.0640232194245 
484.5741961499617 207.03587399628535 ; 486.64455488992456 202.19013203478573 
-305.726504480763 225.37798755991156 ; -303.47272460516393 228.43525260471918 
1648.2352071727405 1309.637391848674 ; 1661.3315810912272 1293.1550397769465 
1001.7460679589112 -863.7581000942412 ; 993.1084869579688 -873.7755607738303 
-76.21188867681828 1590.3682776535115 ; -60.30820590028316 1591.1303965402797 
-948.0544496155541 -90.88547373167233 ; -948.9633043528708 -81.40492923551679 
1668.7790048126806 -1950.730444684094 ; 1649.2717003658397 -1967.4182347322208 
1045.7282079635802 -1318.054793249625 ; 1032.547660031084 -1328.5120753292608 
-566.7905648751243 1930.2604120776914 ; -547.4879607543475 1935.9283177264426 
-1770.990295802858 -1342.7822330909212 ; -1784.4181181337674 -1325.0723301328926 
-657.5606996714819 1092.9481036069074 ; -646.6312186354128 1099.5237106036222 
1135.8538976336731 299.83942394170447 ; 1138.85229187309 288.48088496536775 
-284.57552892881336 1954.823732102763 ; -265.02729160778574 1957.669487392051 
-1617.2449950289465 -1235.039913963214 ; -1629.5953941685787 -1218.8674640129245 
1380.0854773256049 1726.577593095863 ; 1397.3512532565635 1712.776738322607 
598.9834149092835 -497.10597261737126 ; 594.0123551831098 -503.0958067664641 
-1209.1149825613372 59.77118792510251 ; -1208.5172706820863 71.86233775071588 
-498.89591222814016 179.78092405938716 ; -497.09810298754627 184.76988318166858 
576.3032664946163 756.857564992143 ; 583.8718421445377 751.0945323271968 
-997.0287405646052 47.395300744085 ; -996.5547875571643 57.36558814973105 
-1389.7821900898182 -1811.6634482288403 ; -1407.8988245721066 -1797.765626327942 
-518.4226053341677 -1198.620106320694 ; -530.4088063973746 -1193.4358802673523 
-149.5265187314451 -782.802973183036 ; -157.35454846327545 -781.3077079957216 
-371.5329699816147 -1937.1743390550607 ; -390.9047133721653 -1933.4590093552447 
-11.71911132337375 1380.5768393767019 ; 2.0866570703932688 1380.6940304899356 
219.8338620134896 691.7061470111003 ; 226.75092348360062 689.5078083909654 
300.14181790734784 1505.9036330947595 ; 315.20085423829545 1502.902214915686 
-165.89987368657697 1087.3822780767384 ; -155.0260509058096 1089.041276813604 
-801.0694161494608 1373.229191206666 ; -787.3371242373942 1381.2398853681607 
-871.0530953356403 917.1980854953795 ; -861.8811144806865 925.9086164487359 
1800.2244757644246 -1812.5881024985863 ; 1782.0985947394388 -1830.5903472562306 
1176.4682515229779 4.885986220674826 ; 1176.5171113851845 -6.8786962945549535 
-519.9926690469445 555.7892048828577 ; -514.4347769981159 560.9891315733271 
-1141.385970170656 -213.7800245049863 ; -1143.523770415706 -202.36616480327973 
965.813275815504 1266.1017018481716 ; 978.4742928339857 1256.4435690900166 
26.682379450363513 1104.184494457919 ; 37.7242243949427 1103.9176706634155 
514.0870304291785 -116.11412915050524 ; 512.9258891376735 -121.25499945479702 
1065.365029845288 113.05187457114226 ; 1066.4955485909995 102.39822427268939 
728.1516311028702 -1983.9558569137102 ; 708.312072533733 -1991.237373224739 
-831.4815362347744 1630.0967984179513 ; -815.1805682505949 1638.411613780299 
1466.4031813885606 996.4970471202425 ; 1476.368151859763 981.833015306357 
-1926.161986302454 751.4147232425896 ; -1918.647839070028 770.6763431056141 
-358.3088793770368 -115.53577695811424 ; -359.46423714661796 -111.95268816434387 
-1168.1471451880889 770.4073900173491 ; -1160.4430712879155 782.08886146923 
-1992.3918919207126 -1228.728226812193 ; -2004.6791741888346 -1208.804307892986 
330.6334407461835 1251.3732470470716 ; 343.1471732166542 1248.0669126396097 
-1554.749044779651 1193.789383992649 ; -1542.8111509397245 1209.3368744404454 
1634.9648325080886 -1725.5493190281798 ; 1617.7093393178068 -1741.8989673532606 
667.3511739818567 1935.421489378832 ; 686.7053888756451 1928.7479776390132 
723.4778940021748 1516.9859329195206 ; 738.64775333137 1509.751153979499 
-397.4751888055105 404.0172802601957 ; -393.4350160029086 407.9920321482508 
-636.4674151365164 1646.517902965318 ; -620.0022361068632 1652.882577116683 
-1645.9584781591727 1821.9784122035446 ; -1627.7386940371373 1838.4379969851364 
1857.116267585835 -866.9261108068721 ; 1848.4470064777663 -885.4972734827304 
1769.0090380206814 -1885.6792602198077 ; 1750.1522454184833 -1903.3693506000145 
1263.8363069581815 999.755421001372 ; 1273.8338611681952 987.1170579317902 
-506.7464600338932 -1643.6490797219578 ; -523.1829508311127 -1638.5816151216188 
271.1130218687967 504.1916386064983 ; 276.1549382548617 501.48050838781035 
933.190320233068 -1851.4812458413594 ; 914.6755077746543 -1860.8131490436901 
1105.7994407687556 1374.7850198340361 ; 1119.547290967096 1363.7270254263485 
-116.06203516232088 1561.764790972404 ; -100.44438725259684 1562.9254113240272 
90.83410971977737 488.99268192351053 ; 95.72403653901247 488.08434082631277 
-1407.4053151428159 1369.3476528159558 ; -1393.7118386146562 1383.421705967384 
-501.26180326753996 -703.3576876355171 ; -508.29538014389516 -698.3450696028417 
-650.0440991829882 1959.5096391194174 ; -630.4490027917941 1966.0100801112474 
1498.5173668147681 -1774.0717385079545 ; 1480.7766494296886 -1789.056912176102 
-967.3149609097195 1482.5812038488255 ; -952.4891488712312 1492.2543534579227 
1614.4326706113018 293.82389282778365 ; 1617.3709095395795 277.67956612167063 
-1786.5561698889564 -1177.6666959772585 ; -1798.3328368487291 -1159.8011342783689 
1630.4230453951461 -631.4587840381586 ; 1624.1084575547645 -647.7630144921101 
-717.0834323231621 690.9100970715116 ; -710.174331352447 698.0809313947432 
1742.805992997617 1903.529976385062 ; 1761.8412927614677 1886.1019164550858 
-1464.8214092480862 -673.9324641512893 ; -1471.560733889599 -659.2842500588084 
62.78853993902592 1959.2522653159165 ; 82.38106259218509 1958.6243799165263 
1813.151578907107 -946.7439278435677 ; 1803.6841396286713 -964.8754436326387 
-1501.994016351459 1762.641047457004 ; -1484.367605876889 1777.6609876205187 
991.4595198268324 1114.405027033413 ; 1002.6035700971665 1104.4904318351448 
713.617660550969 -1614.1599356309212 ; 697.4760611946598 -1621.2961122364309 
1436.1760627341794 461.73119530006466 ; 1440.79337468718 447.36943467272283 
166.96826479967888 -1438.5261290965866 ; 152.583003508713 -1440.1958117445834 
1271.921769564673 71.94054441058455 ; 1272.6411750087789 59.22132671493782 
377.7579032926965 -1681.170825613872 ; 360.94619503655775 -1684.948404646799 
-1748.0626192213404 581.3826700481541 ; -1742.2487925208588 598.8632962403675 
1215.4557336383211 1878.4240234638191 ; 1234.2399738729594 1866.2694661274359 
-500.1756715622912 -464.74221672357334 ; -504.82309372952693 -459.74046000795045 
-223.11159135183152 429.7599932954009 ; -218.81399141887752 431.99110920891917 
438.4922753226561 -812.2099618356101 ; 430.3701757043 -816.5948845888366 
1116.098181302856 -945.3905232994339 ; 1106.6442760698615 -956.5515051124625 
-1191.0045363777592 -1536.5074968633207 ; -1206.3696113463925 -1524.5974514995432 
-1333.3868640674161 -494.50524572724066 ; -1338.3319165246885 -481.1713770865665 
-352.60310474432356 -122.60762967727544 ; -353.8291810410963 -119.0815986298322 
1509.3849790337767 -1600.21414101697 ; 1493.382837623607 -1615.3079908073078 
768.4286159954625 -504.17742162731486 ; 763.3868417791894 -511.8617077872695 
-90.8112543649396 1168.481260438712 ; -79.12644176055248 1169.3893729823615 
1567.8592992419865 1969.8601459306979 ; 1587.5579007012934 1954.181552938278 
-179.5580471256356 200.1654084774384 ; -177.55639304086122 201.96098894869476 
1526.3059616331818 -550.418736888384 ; 1520.801774264298 -565.6817965047159 
1103.251748460365 888.0739896554935 ; 1112.13248835692 877.0414721708898 
158.63778924536192 291.5804659478876 ; 161.5535939048408 289.99408805543396 
745.660289124715 1462.6414200041559 ; 760.2867033247566 1455.1848171129086 
-625.6660667868221 1941.816995066911 ; -606.2478968361529 1948.073655734779 
-669.5039095459265 -1086.7515648835417 ; -680.3714251947619 -1080.0565257880826 
327.5440280074161 -861.2460490540915 ; 318.9315675168752 -864.5214893341656 
1147.9447234696147 -1053.08074069762 ; 1137.4139160626385 -1064.5601879323162 
-148.31522458206226 1225.406993401094 ; -136.0611546480513 1226.8901456469146 
-1148.122818515101 -1946.6894907228234 ; -1167.5897134223292 -1935.2082625376725 
23.813599459506555 202.16980487797568 ; 25.835297508286313 201.9316688833806 
548.0700048194067 -134.88910244271352 ; 546.7211137949795 -140.3698024909076 
-1424.1745499433885 1963.761221954182 ; -1404.5369377238467 1978.0029674536158 
957.4873549579603 -450.2528950521048 ; 952.9848260074392 -459.8277686016844 
414.37820012329087 1730.0357236064708 ; 431.6785573593556 1725.891941605238 
-1062.3620514897189 1818.3640364037788 ; -1044.1784111256811 1828.9876569186758 
121.28984960731071 -297.1967201174847 ; 118.31788240613587 -298.40961861355777 
-1558.268156614703 346.93557576921563 ; -1554.7988008570107 362.51825733536265 
-1662.6259269071156 -1999.533577161496 ; -1682.6212626787305 -1982.9073178924248 
519.8842390357131 -350.2107612418697 ; 516.3821314232944 -355.40960363222683 
-637.9264762828313 889.6681735764645 ; -629.0297945470667 896.0474383392927 
1217.980944250493 1889.9076823940725 ; 1236.8800210744337 1877.7278729515676 
1166.8652138552534 -1650.5903159879308 ; 1150.359310695374 -1662.2589681264833 
-880.5497885724349 112.47208129087679 ; -879.4250677595261 121.27757917660114 
-1245.6536901382879 905.8820566752387 ; -1236.5948695715356 918.3385935766215 
-422.7329539822011 507.63115394524436 ; -417.65664244274865 511.85848348506636 
171.58781095295808 950.1094178997595 ; 181.08890513195567 948.3935397902299 
-87.50921697751711 -1788.9175788411421 ; -105.39839276592853 -1788.042486671367 
1240.114725646635 148.47718983514196 ; 1241.5994975449864 136.0760425786756 
1855.9033005223462 -781.1761182316235 ; 1848.0915393400298 -799.735151236847 
-1099.2991680805349 -1138.3719688556127 ; -1110.682887769091 -1127.3789771748075 
-794.0223986092587 -1071.7584475692768 ; -804.7399830849515 -1063.8182235831841 
-1909.3920393102549 -789.0643145530081 ; -1917.2826824557849 -769.9703941599056 
-879.0384515578539 241.76302304789925 ; -876.620821327375 250.5534075634778 
1506.7658925903377 1859.7771267945975 ; 1525.3636638582836 1844.7094678686942 
-42.18827694897245 357.30646491699997 ; -38.61521229980245 357.7283476864897 
-474.3357290526373 1066.3784276503368 ; -463.67194477613396 1071.121784940863 
1028.3041696637245 1929.067277391524 ; 1047.5948424376397 1918.7842356948868 
-421.37744885365674 371.5907309080174 ; -417.66154154457655 375.80450539655396 
-691.8444071807562 561.3611956913102 ; -686.2307952238431 568.2796397631178 
438.56857977494406 1771.2868914402075 ; 456.2814486893461 1766.901205642458 
1340.335336175098 322.1070489297058 ; 1343.5564066643951 308.7036955679548 
1204.302919233094 -1212.265523540544 ; 1192.1802639976884 -1224.3085527328751 
-206.52437584942712 -45.700558023189416 ; -206.98138142965902 -43.63531426469515 
706.2112152228264 818.6241573101371 ; 714.3974567959277 811.5620451579089 
1097.4127784071527 144.781303465005 ; 1098.8605914418029 133.80717568093348 
2.4265666552754848 -1563.4435773412367 ; -13.207869118136882 -1563.4678430077895 
-1227.1843215750362 -1408.5363290397574 ; -1241.2696848654336 -1396.2644858240071 
-416.5235680879415 347.9285138937754 ; -413.04428294900373 352.0937495746548 
1917.1398856164305 -905.786306272282 ; 1908.0820225537077 -924.9577051284463 
676.1111139666543 814.4136780323647 ; 684.2552507469779 807.6525668926981 
-431.45666091375045 -1509.572357643405 ; -446.5523844901845 -1505.2577910342675 
1309.3017812476676 1363.9577262808075 ; 1322.9413585104758 1350.8647084683307 
-1687.5627175429843 -1126.3007186252312 ; -1698.8257247292365 -1109.4250914498014 
-113.3327607762302 -1418.9658902216306 ; -127.52241967844651 -1417.8325626138683 
377.0059555665309 224.38737223958546 ; 379.2498292889267 220.61731268392015 
-485.2028854310197 1601.2949566813445 ; -469.18993586420623 1606.1469855356547 
-1714.5293594132847 -461.8536088199469 ; -1719.1478955014843 -444.70831522581403 
-1594.1751879503538 -994.7049733990619 ; -1604.1222376843443 -978.7632215195584 
358.744938420877 -1180.476569101023 ; 346.9401727298668 -1184.0640184852318 
-1749.2290750872642 502.24108739982375 ; -1744.2066642132659 519.7333781506964 
-1035.7337353883904 1856.62054331911 ; -1017.1675299551994 1866.977880672994 
753.647468322204 -149.13665487258842 ; 752.1561017734781 -156.67312955581048 
1888.157530773275 1495.26223360853 ; 1903.1101531093605 1476.3806583007974 
-1290.5774936820376 -860.2501375793405 ; -1299.179995057831 -847.3443626425201 
-54.52605060327201 -1922.7686186592427 ; -73.75373678986443 -1922.22335815321 
731.9988821922213 -700.9769335140606 ; 724.9891128570807 -708.2969223359829 
-420.1101134613256 41.53532415722484 ; -419.6947602197534 45.736425291838096 
1826.2835039150234 1058.7014239640225 ; 1836.8705181546636 1040.4385889248722 
-1859.6593533921161 321.50647832345504 ; -1856.4442886088816 340.1030718573762 
581.2785791860117 880.3225299880492 ; 590.0818044858922 874.509744196189 
1848.90728835219 679.5683095437142 ; 1855.7029714476273 661.0792366601924 
-1319.7079658617408 133.21446156096766 ; -1318.3758212461312 146.41154121958508 
-110.75835729271823 160.63366759092662 ; -109.15202061680897 161.7412511638538 
-383.4368560681335 627.8583937995256 ; -377.15827213013824 631.692762360207 
-901.578718861518 1651.691126146678 ; -885.0618076000512 1660.7069133352932 
-849.4572432006572 -111.81835238443395 ; -850.5754267245015 -103.32377995242737 
543.8210413178584 -1024.9715846023034 ; 533.5713254718354 -1030.4097950154821 
296.06567887516775 -925.2476070960453 ; 286.8132028042073 -928.2082638847969 
-402.8113791036336 68.15894652842579 ; -402.12978963834934 72.18706031946212 
